task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
cuisine_cuisine_of_egypt_06__mcdr__control,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,1,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية مصرية بمرق أخضر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.86,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.775909+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,1.17,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.776148+00:00
cuisine_cuisine_of_saudi_arabia_13__udr__core,cuisine_cuisine_of_saudi_arabia_13,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج,,C,C,0,,,1,1.52,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.851226+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__core,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.69,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.880043+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي مشكلة إماراتية مع أرز | D=لا توجد إجابة صحيحة,C,D,D,0,,,1,1.12,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.940829+00:00
cuisine_cuisine_of_jordan_06__mcdr__control,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار أردني (فلافل وفتوش وحمص ومخللات وخبز) | D=لا توجد إجابة صحيحة,C,D,D,0,,,1,1.77,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.941103+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__control,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=كبسة دجاج | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.65,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.979558+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.65,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:54.996779+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_02,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,شاورما,,1,,,1,1.72,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.094739+00:00
cuisine_levantine_cuisine_03__mcdr__control,cuisine_levantine_cuisine_03,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كبة الكرز الحلبية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.28,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.140138+00:00
cuisine_cuisine_of_jordan_06__mcdr__core,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,2.22,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.159223+00:00
cuisine_levantine_cuisine_03__udr__core,cuisine_levantine_cuisine_03,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم,,A,A,0,,,1,1.37,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.202873+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__udr__core,cuisine_cuisine_of_the_united_arab_emirates_08,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة,,B,B,0,,,1,1.5,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.213474+00:00
cuisine_levantine_cuisine_10__mcdr__core,cuisine_levantine_cuisine_10,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,1.2,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.230706+00:00
cuisine_levantine_cuisine_10__mcdr__control,cuisine_levantine_cuisine_10,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=كباب الكرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.05,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.252530+00:00
cuisine_levantine_cuisine_10__udr__core,cuisine_levantine_cuisine_10,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية,,A,A,0,,,1,1.23,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.366390+00:00
cuisine_cuisine_of_egypt_06__udr__core,cuisine_cuisine_of_egypt_06,udr,udr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية,,C,C,0,,,1,2.62,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.440932+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_08,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,طبق مشويات مع أرز وخضروات,,1,,,1,1.84,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.505831+00:00
cuisine_levantine_cuisine_03__mcdr__core,cuisine_levantine_cuisine_03,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.71,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.533417+00:00
cuisine_levantine_cuisine_03__oedr__core,cuisine_levantine_cuisine_03,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,كبة باللبنية,,1,,,1,1.78,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.617366+00:00
script_diwani_dwn12__mcdr__core,script_diwani_dwn12,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.35,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.686040+00:00
script_diwani_dwn12__udr__core,script_diwani_dwn12,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني,,A,A,0,,,1,1.37,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.891712+00:00
cuisine_levantine_cuisine_10__oedr__core,cuisine_levantine_cuisine_10,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,كبة بالكرز,,1,,,1,1.87,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:55.989311+00:00
script_diwani_dwn12__oedr__core,script_diwani_dwn12,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,1.67,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.023904+00:00
script_diwani_dwn12__mcdr__control,script_diwani_dwn12,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط ديواني | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,1.57,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.263115+00:00
script_naskh_1_266__udr__core,script_naskh_1_266,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق),,B,B,0,,,1,1.58,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.360017+00:00
script_nastaliq_nas51__mcdr__core,script_nastaliq_nas51,mcdr,mcdr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.5,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.376747+00:00
script_naskh_1_266__mcdr__control,script_naskh_1_266,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=خط النسخ | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.54,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.386806+00:00
script_ruqah_ruq26__mcdr__core,script_ruqah_ruq26,mcdr,mcdr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.4,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.398489+00:00
script_nastaliq_nas51__oedr__core,script_nastaliq_nas51,oedr,oedr-1,0,ما هو الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,1.6,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.542897+00:00
script_naskh_1_266__oedr__core,script_naskh_1_266,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,1.77,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.545372+00:00
script_nastaliq_nas51__mcdr__control,script_nastaliq_nas51,mcdr,mcdr-1,1,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط فارسي (تعليق) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.67,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.647679+00:00
script_ruqah_ruq26__oedr__core,script_ruqah_ruq26,oedr,oedr-1,0,ما اسم الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,1.58,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.672954+00:00
script_ruqah_ruq26__udr__core,script_ruqah_ruq26,udr,udr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث,,C,C,0,,,1,1.57,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.712770+00:00
script_ruqah_ruq26__mcdr__control,script_ruqah_ruq26,mcdr,mcdr-1,1,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الرقعة | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.58,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.743430+00:00
script_naskh_1_266__mcdr__core,script_naskh_1_266,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق) | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,2.05,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:56.798542+00:00
script_nastaliq_nas51__udr__core,script_nastaliq_nas51,udr,udr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة,,B,B,0,,,1,2.1,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:57.040336+00:00
architecture_kingdom_tower_mam_13__udr__core,architecture_kingdom_tower_mam_13,udr,udr-1,0,اذكر اسم المبنى الظاهر في الصورة.,A=برج الفيصلية | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي,,A,A,0,,,1,7.01,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:57.221554+00:00
script_thuluth_5_4__mcdr__core,script_thuluth_5_4,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,2.34,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:57.541613+00:00
script_thuluth_5_4__mcdr__control,script_thuluth_5_4,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الثلث | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.71,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:57.963255+00:00
script_thuluth_5_4__oedr__core,script_thuluth_5_4,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,1,,,1,2.96,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:58.173216+00:00
script_thuluth_5_4__udr__core,script_thuluth_5_4,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني,,A,A,0,,,1,2.97,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T08:59:58.198038+00:00
architecture_the_clock_towers_watch_13__udr__core,architecture_the_clock_towers_watch_13,udr,udr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام,,C,C,0,,,1,9.47,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T09:00:00.406473+00:00
architecture_al_faisaliah_tower_f10__udr__core,architecture_al_faisaliah_tower_f10,udr,udr-1,0,كيف يُعرف المبنى الظاهر في الصورة؟,A=برج المملكة | B=مركز الملك عبدالله المالي (كافد) | C=برج خليفة بدبي,,A,A,0,,,1,12.88,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T09:00:01.089936+00:00
attire_86273_abaya_cloak__mcdr__control,attire_86273_abaya_cloak,mcdr,mcdr-1,1,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=عباءة سورية حمراء بخطوط | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,10.52,google/gemini-2.5-flash,openrouter,1,1,0,2026-08-28T09:00:02.716888+00:00
