task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
attire_86273_abaya_cloak__mcdr__control,attire_86273_abaya_cloak,mcdr,mcdr-1,1,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=عباءة سورية حمراء بخطوط | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.62,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.430867+00:00
cuisine_cuisine_of_egypt_03__udr__core,cuisine_cuisine_of_egypt_03,udr,udr-1,0,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=غموس أفوكادو,,C,C,0,,,1,3.84,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.663011+00:00
cuisine_cuisine_of_egypt_06__oedr__core,cuisine_cuisine_of_egypt_06,oedr,oedr-1,0,عرّف الطبق الظاهر في الصورة.,,,لا يوجد خيار صحيح.,,1,,,1,3.47,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.665583+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__oedr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,oedr,oedr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,,,ثوب تقليدي,,1,,,1,7.28,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:38.977724+00:00
cuisine_cuisine_of_egypt_05__mcdr__control,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=حلوى مقلية مغطاة بجوز الهند | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,4.15,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:39.034383+00:00
attire_86273_abaya_cloak__oedr__core,attire_86273_abaya_cloak,oedr,oedr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,,,ثوب كاكي,,1,,,1,4.9,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:39.035148+00:00
attire_86273_abaya_cloak__udr__core,attire_86273_abaya_cloak,udr,udr-1,0,كيف تُعرف القطعة الظاهرة في الصورة؟,A=جاكيت كيمونو متعدد الألوان بأكتاف هندسية | B=بشت رجالي أحمر مخطط | C=دراعة خليجية حمراء,,C,C,0,,,1,4.23,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:39.036373+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__udr__core,cuisine_cuisine_of_the_united_arab_emirates_08,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة,,C,C,0,,,1,1.67,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:39.349965+00:00
cuisine_cuisine_of_egypt_05__mcdr__core,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,4.55,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:39.438877+00:00
architecture_the_clock_towers_watch_13__udr__core,architecture_the_clock_towers_watch_13,udr,udr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام,,C,C,0,,,1,9.96,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.011050+00:00
cuisine_cuisine_of_egypt_05__oedr__core,cuisine_cuisine_of_egypt_05,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,5.14,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.031574+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,4.15,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.081157+00:00
cuisine_cuisine_of_saudi_arabia_13__oedr__core,cuisine_cuisine_of_saudi_arabia_13,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,منسف,,1,,,1,4.89,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.201527+00:00
script_diwani_dwn12__mcdr__control,script_diwani_dwn12,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط ديواني | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.23,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.207107+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,2.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.231689+00:00
cuisine_cuisine_of_jordan_06__oedr__core,cuisine_cuisine_of_jordan_06,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,4.98,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.252474+00:00
architecture_the_clock_towers_watch_13__mcdr__core,architecture_the_clock_towers_watch_13,mcdr,mcdr-1,0,ما هو المبنى الظاهر في الصورة؟,A=برج خليفة بدبي | B=بيغ بن بلندن | C=المسجد الحرام | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,10.24,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.288964+00:00
cuisine_cuisine_of_egypt_03__oedr__core,cuisine_cuisine_of_egypt_03,oedr,oedr-1,0,ما اسم الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,5.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.376533+00:00
script_nastaliq_nas51__udr__core,script_nastaliq_nas51,udr,udr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة,,B,B,0,,,1,0.93,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:40.963274+00:00
script_nastaliq_nas51__oedr__core,script_nastaliq_nas51,oedr,oedr-1,0,ما هو الخط الظاهر في الصورة؟,,,لا يوجد خيار صحيح.,,1,,,1,1.3,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:41.309321+00:00
script_thuluth_5_4__mcdr__core,script_thuluth_5_4,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,2.1,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:42.385919+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=لفائف شاورما إماراتية | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,5.44,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:42.447252+00:00
script_thuluth_5_4__mcdr__control,script_thuluth_5_4,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الثلث | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.91,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:43.219294+00:00
script_thuluth_5_4__oedr__core,script_thuluth_5_4,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,الخط العربي,,1,,,1,4.14,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:44.517310+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__core,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج | D=لا توجد إجابة صحيحة,D,B,B,0,,,2,0.7,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:45.624715+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_08,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,الطعام المطبوخ,,1,,,1,8.1,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:45.779615+00:00
cuisine_levantine_cuisine_03__mcdr__core,cuisine_levantine_cuisine_03,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,8.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.311915+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي مشكلة إماراتية مع أرز | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,9.02,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.802578+00:00
cuisine_levantine_cuisine_03__oedr__core,cuisine_levantine_cuisine_03,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,9.01,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.805202+00:00
cuisine_levantine_cuisine_10__udr__core,cuisine_levantine_cuisine_10,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية,,B,B,0,,,1,8.63,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.980713+00:00
cuisine_levantine_cuisine_10__oedr__core,cuisine_levantine_cuisine_10,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,8.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.986459+00:00
script_diwani_dwn12__udr__core,script_diwani_dwn12,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني,,A,A,0,,,1,8.32,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:46.990696+00:00
script_naskh_1_266__mcdr__core,script_naskh_1_266,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق) | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,8.48,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:47.515800+00:00
script_nastaliq_nas51__mcdr__core,script_nastaliq_nas51,mcdr,mcdr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,8.43,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:47.867997+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_02,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,,,0,empty_response,,1,11.32,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.045081+00:00
script_ruqah_ruq26__mcdr__core,script_ruqah_ruq26,mcdr,mcdr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,7.85,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.054644+00:00
script_naskh_1_266__mcdr__control,script_naskh_1_266,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=خط النسخ | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,9.08,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.430127+00:00
script_ruqah_ruq26__oedr__core,script_ruqah_ruq26,oedr,oedr-1,0,ما اسم الخط الظاهر في الصورة؟,,,لا يوجد خيار صحيح,,1,,,1,8.56,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.767674+00:00
cuisine_levantine_cuisine_10__mcdr__core,cuisine_levantine_cuisine_10,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية | D=لا توجد إجابة صحيحة,D,,,0,empty_response,,1,10.73,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.931325+00:00
script_diwani_dwn12__oedr__core,script_diwani_dwn12,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,2,0.96,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:48.945491+00:00
script_ruqah_ruq26__udr__core,script_ruqah_ruq26,udr,udr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث,,B,B,0,,,1,8.88,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.111730+00:00
cuisine_levantine_cuisine_10__mcdr__control,cuisine_levantine_cuisine_10,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=كباب الكرز | D=لا توجد إجابة صحيحة,C,D,D,0,,,2,0.96,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.289343+00:00
script_diwani_dwn12__mcdr__core,script_diwani_dwn12,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,A,A,0,,,2,1.45,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.467109+00:00
cuisine_levantine_cuisine_03__udr__core,cuisine_levantine_cuisine_03,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم,,A,A,0,,,2,1.14,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.609131+00:00
cuisine_levantine_cuisine_03__mcdr__control,cuisine_levantine_cuisine_03,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كبة الكرز الحلبية | D=لا توجد إجابة صحيحة,C,,,0,empty_response,,1,11.75,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.908356+00:00
script_naskh_1_266__udr__core,script_naskh_1_266,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق),,B,B,0,,,2,1.27,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:49.981657+00:00
script_nastaliq_nas51__mcdr__control,script_nastaliq_nas51,mcdr,mcdr-1,1,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط فارسي (تعليق) | D=لا توجد إجابة صحيحة,C,C,C,1,,,2,0.64,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:50.597942+00:00
script_naskh_1_266__oedr__core,script_naskh_1_266,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,2,1.06,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:50.616976+00:00
script_ruqah_ruq26__mcdr__control,script_ruqah_ruq26,mcdr,mcdr-1,1,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الرقعة | D=لا توجد إجابة صحيحة,C,B,B,0,,,2,0.86,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:51.132246+00:00
script_thuluth_5_4__udr__core,script_thuluth_5_4,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني,,C,C,0,,,2,2.83,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:27:54.199483+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_02,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,شوارما,,1,,,1,2.14,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:28:37.862930+00:00
cuisine_levantine_cuisine_10__mcdr__core,cuisine_levantine_cuisine_10,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,5.53,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:28:41.251112+00:00
cuisine_levantine_cuisine_03__mcdr__control,cuisine_levantine_cuisine_03,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كبة الكرز الحلبية | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,5.7,qwen/qwen2.5-vl-72b-instruct,openrouter,1,1,0,2026-08-28T13:28:41.421501+00:00
