task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
cuisine_cuisine_of_egypt_03__mcdr__control,cuisine_cuisine_of_egypt_03,mcdr,mcdr-1,1,ما اسم الطبق الظاهر في الصورة؟,A=ملوخية مطحونة نيئة | B=متبل فلفل أخضر | C=بصارة مصرية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.9,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:19.774384+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__oedr__core,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,oedr,oedr-1,0,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,,,"الاسم الصحيح للقطعة الظاهرة في الصورة هو ""ثوب"".",,1,,,1,3.35,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:19.787227+00:00
cuisine_cuisine_of_saudi_arabia_13__udr__core,cuisine_cuisine_of_saudi_arabia_13,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج,,B,B,0,,,1,1.66,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:19.961848+00:00
attire_86125_palestinian_dolls_thob_al_malek_royal_dress__mcdr__control,attire_86125_palestinian_dolls_thob_al_malek_royal_dress,mcdr,mcdr-1,1,ما الاسم الصحيح للقطعة الظاهرة في الصورة؟,A=ثوب فلسطيني تقليدي عادي | B=ثوب بيت لحمي بالقطن الملكي | C=ثوب الملك الفلسطيني (نموذج دمية) | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,3.37,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.013495+00:00
architecture_al_masmak_palace_masmak_13__oedr__core,architecture_al_masmak_palace_masmak_13,oedr,oedr-1,0,عرّف المبنى الظاهر في الصورة.,,,المبنى الظاهر في الصورة هو قلعة تقليدية، تتميز بجدرانها السميكة وأبراجها الدائرية. يبدو أنه مكان تاريخي أو سياحي، حيث يتواجد حوله زوار.,,1,,,1,9.21,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.017411+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.46,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.224455+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=لفائف شاورما إماراتية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.21,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.273591+00:00
cuisine_levantine_cuisine_10__oedr__core,cuisine_levantine_cuisine_10,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,"الطبق الظاهر في الصورة هو ""كفتة"".",,1,,,1,0.86,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.350154+00:00
cuisine_levantine_cuisine_10__udr__core,cuisine_levantine_cuisine_10,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية,,B,B,0,,,1,0.83,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.378647+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.2,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.396138+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__udr__core,cuisine_cuisine_of_the_united_arab_emirates_02,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=بوريتو مكسيكي باللحم,,B,B,0,,,1,1.46,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.492253+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_02,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح.,,1,,,1,1.62,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.498746+00:00
cuisine_cuisine_of_egypt_06__mcdr__control,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,1,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية مصرية بمرق أخضر | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.01,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.635487+00:00
cuisine_levantine_cuisine_03__udr__core,cuisine_levantine_cuisine_03,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم,,B,B,0,,,1,1.38,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.777525+00:00
script_diwani_dwn12__mcdr__core,script_diwani_dwn12,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.23,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.925391+00:00
cuisine_cuisine_of_egypt_03__oedr__core,cuisine_cuisine_of_egypt_03,oedr,oedr-1,0,ما اسم الطبق الظاهر في الصورة؟,,,لا يوجد خيار صحيح.,,1,,,1,4.19,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:20.981460+00:00
cuisine_cuisine_of_egypt_06__mcdr__core,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,3.88,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.008949+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_08,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,الطبق الظاهر في الصورة هو طبق مشاوي مع الأرز والخضار.,,1,,,1,1.86,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.108576+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي مشكلة إماراتية مع أرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.02,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.323810+00:00
script_diwani_dwn12__mcdr__control,script_diwani_dwn12,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط ديواني | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.4,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.366960+00:00
cuisine_cuisine_of_egypt_06__udr__core,cuisine_cuisine_of_egypt_06,udr,udr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية,,A,A,0,,,1,3.97,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.380044+00:00
cuisine_levantine_cuisine_10__mcdr__control,cuisine_levantine_cuisine_10,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=كباب الكرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.88,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.490626+00:00
cuisine_levantine_cuisine_03__oedr__core,cuisine_levantine_cuisine_03,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,"الطبق الظاهر في الصورة يُعرف باسم ""كفتة بالبرغل"" أو ""كفتة بالدم"".",,1,,,1,2.18,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.567992+00:00
script_naskh_1_266__oedr__core,script_naskh_1_266,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,الخط الظاهر في الصورة هو خط الثلث.,,0,,,1,1.58,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.595760+00:00
cuisine_cuisine_of_jordan_06__mcdr__core,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.98,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.606435+00:00
cuisine_levantine_cuisine_10__mcdr__core,cuisine_levantine_cuisine_10,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,2.44,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.915211+00:00
script_naskh_1_266__mcdr__control,script_naskh_1_266,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=خط النسخ | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.66,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.931422+00:00
script_ruqah_ruq26__oedr__core,script_ruqah_ruq26,oedr,oedr-1,0,ما اسم الخط الظاهر في الصورة؟,,,لا يوجد خيار صحيح.,,1,,,1,1.34,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:21.970992+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__control,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=كبسة دجاج | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.7,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.016075+00:00
script_nastaliq_nas51__oedr__core,script_nastaliq_nas51,oedr,oedr-1,0,ما هو الخط الظاهر في الصورة؟,,,الخط الظاهر في الصورة هو خط الثلث.,,0,,,1,1.65,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.024477+00:00
cuisine_cuisine_of_saudi_arabia_13__oedr__core,cuisine_cuisine_of_saudi_arabia_13,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,"الطبق الظاهر في الصورة هو ""المندي"" أو ""الزربيان""، وهو طبق تقليدي يتكون من الأرز والدجاج أو اللحم مع التوابل.",,1,,,1,3.79,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.082023+00:00
cuisine_cuisine_of_egypt_06__oedr__core,cuisine_cuisine_of_egypt_06,oedr,oedr-1,0,عرّف الطبق الظاهر في الصورة.,,,الطبق الظاهر في الصورة هو طبق من الخضار المطبوخة، ويبدو أنه يحتوي على مكونات خضراء، قد تكون سبانخ أو نوع آخر من الخضار.,,1,,,1,4.8,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.090110+00:00
script_diwani_dwn12__oedr__core,script_diwani_dwn12,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,الخط الظاهر في الصورة هو خط عربي، ويبدو أنه خط الثلث.,,0,,,1,2.49,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.266752+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__udr__core,cuisine_cuisine_of_the_united_arab_emirates_08,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة,,B,B,0,,,1,3.1,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.368929+00:00
script_naskh_1_266__mcdr__core,script_naskh_1_266,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق) | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,2.46,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.474774+00:00
cuisine_levantine_cuisine_03__mcdr__core,cuisine_levantine_cuisine_03,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.21,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.602732+00:00
script_naskh_1_266__udr__core,script_naskh_1_266,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق),,B,B,0,,,1,2.43,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:22.656429+00:00
cuisine_levantine_cuisine_03__mcdr__control,cuisine_levantine_cuisine_03,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كبة الكرز الحلبية | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,4.08,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.495422+00:00
script_nastaliq_nas51__mcdr__core,script_nastaliq_nas51,mcdr,mcdr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.27,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.615785+00:00
script_diwani_dwn12__udr__core,script_diwani_dwn12,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني,,B,B,0,,,1,3.87,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.656837+00:00
script_nastaliq_nas51__mcdr__control,script_nastaliq_nas51,mcdr,mcdr-1,1,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط فارسي (تعليق) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.36,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.848572+00:00
script_ruqah_ruq26__mcdr__core,script_ruqah_ruq26,mcdr,mcdr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,3.45,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.951770+00:00
script_nastaliq_nas51__udr__core,script_nastaliq_nas51,udr,udr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة,,B,B,0,,,1,3.56,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:23.953831+00:00
script_ruqah_ruq26__mcdr__control,script_ruqah_ruq26,mcdr,mcdr-1,1,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الرقعة | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,3.19,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:24.114051+00:00
script_thuluth_5_4__mcdr__core,script_thuluth_5_4,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,3.21,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:24.195388+00:00
script_thuluth_5_4__mcdr__control,script_thuluth_5_4,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الثلث | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.9,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:24.222543+00:00
script_ruqah_ruq26__udr__core,script_ruqah_ruq26,udr,udr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث,,C,C,0,,,1,3.63,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:24.411142+00:00
script_thuluth_5_4__oedr__core,script_thuluth_5_4,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,الخط الظاهر في الصورة هو الخط العربي.,,1,,,1,4.55,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:25.555870+00:00
script_thuluth_5_4__udr__core,script_thuluth_5_4,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني,,B,B,0,,,1,5.12,openai/gpt-4o-mini,openrouter,1,1,0,2026-08-28T13:28:26.226357+00:00
