task_id,image_id,condition,structure_id,is_control,question_text,options_shown,correct_letter,raw_response,parsed_letter,is_correct,error_type,detail,attempts,latency_s,model_name,provider,reasoning_disabled,prompt_version,temperature,timestamp
cuisine_cuisine_of_egypt_06__udr__core,cuisine_cuisine_of_egypt_06,udr,udr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية,,C,C,0,,,1,1.68,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.922571+00:00
cuisine_cuisine_of_egypt_05__udr__core,cuisine_cuisine_of_egypt_05,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=دونات صغيرة بجوز الهند,,A,A,0,,,1,1.79,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.936076+00:00
cuisine_cuisine_of_jordan_06__oedr__core,cuisine_cuisine_of_jordan_06,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,فلافل,,1,,,1,1.55,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.939661+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_02,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,شاورما,,1,,,1,1.21,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:40.939862+00:00
cuisine_cuisine_of_egypt_06__mcdr__core,cuisine_cuisine_of_egypt_06,mcdr,mcdr-1,0,عرّف الطبق الظاهر في الصورة.,A=ملوخية فلسطينية | B=شوربة فول أخضر شامية | C=ملوخية سودانية | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.84,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.002314+00:00
cuisine_cuisine_of_egypt_03__oedr__core,cuisine_cuisine_of_egypt_03,oedr,oedr-1,0,ما اسم الطبق الظاهر في الصورة؟,,,بابا غنوج,,1,,,1,2.3,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.029396+00:00
cuisine_cuisine_of_jordan_06__mcdr__control,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار أردني (فلافل وفتوش وحمص ومخللات وخبز) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.61,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.055029+00:00
cuisine_cuisine_of_egypt_05__mcdr__control,cuisine_cuisine_of_egypt_05,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=لقمة القاضي بجوز الهند | B=زلابية مغطاة بالسكر | C=حلوى مقلية مغطاة بجوز الهند | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.93,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.089131+00:00
cuisine_cuisine_of_jordan_06__mcdr__core,cuisine_cuisine_of_jordan_06,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=إفطار فلسطيني تقليدي | B=إفطار سوري بالفول والفلافل | C=إفطار لبناني بالمناقيش | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,1.79,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.155684+00:00
cuisine_cuisine_of_the_united_arab_emirates_02__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_02,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=دينر كباب تركي ملفوف | B=شاورما لبنانية بخبز صاج | C=لفائف شاورما إماراتية | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.58,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.339016+00:00
cuisine_levantine_cuisine_03__udr__core,cuisine_levantine_cuisine_03,udr,udr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم,,A,A,0,,,1,1.19,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.341965+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__control,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي مشكلة إماراتية مع أرز | D=لا توجد إجابة صحيحة,C,A,A,0,,,1,1.35,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.345357+00:00
cuisine_cuisine_of_saudi_arabia_13__oedr__core,cuisine_cuisine_of_saudi_arabia_13,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,كبسة دجاج,,1,,,1,1.86,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.349282+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__oedr__core,cuisine_cuisine_of_the_united_arab_emirates_08,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,طبق كباب,,1,,,1,1.49,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.409933+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__udr__core,cuisine_cuisine_of_the_united_arab_emirates_08,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة,,C,C,0,,,1,1.45,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.420647+00:00
cuisine_levantine_cuisine_03__mcdr__core,cuisine_levantine_cuisine_03,mcdr,mcdr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كفتة تركية بصلصة طماطم | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.45,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.576411+00:00
cuisine_cuisine_of_egypt_05__oedr__core,cuisine_cuisine_of_egypt_05,oedr,oedr-1,0,ما هو الطبق الظاهر في الصورة؟,,,حلويات,,1,,,1,2.48,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.598935+00:00
cuisine_levantine_cuisine_03__mcdr__control,cuisine_levantine_cuisine_03,mcdr,mcdr-1,1,كيف يُعرف الطبق الظاهر في الصورة؟,A=كفتة بصلصة الرمان | B=كبة داوود باشا | C=كبة الكرز الحلبية | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.646126+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__core,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,2.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.739320+00:00
cuisine_cuisine_of_saudi_arabia_13__udr__core,cuisine_cuisine_of_saudi_arabia_13,udr,udr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=برياني دجاج,,A,A,0,,,1,2.22,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.808905+00:00
cuisine_cuisine_of_the_united_arab_emirates_08__mcdr__core,cuisine_cuisine_of_the_united_arab_emirates_08,mcdr,mcdr-1,0,ما هو الطبق الظاهر في الصورة؟,A=مشاوي سعودية مشكلة | B=مشاوي لبنانية مشكلة | C=مشاوي تركية مشكلة | D=لا توجد إجابة صحيحة,D,D,D,1,,,1,1.94,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.825902+00:00
cuisine_cuisine_of_saudi_arabia_13__mcdr__control,cuisine_cuisine_of_saudi_arabia_13,mcdr,mcdr-1,1,ما هو الطبق الظاهر في الصورة؟,A=مجبوس دجاج | B=مندي دجاج | C=كبسة دجاج | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,2.13,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.829301+00:00
cuisine_levantine_cuisine_10__mcdr__core,cuisine_levantine_cuisine_10,mcdr,mcdr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.26,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.913083+00:00
cuisine_levantine_cuisine_03__oedr__core,cuisine_levantine_cuisine_03,oedr,oedr-1,0,كيف يُعرف الطبق الظاهر في الصورة؟,,,كرات اللحم بالشمندر,,1,,,1,1.77,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.921233+00:00
cuisine_levantine_cuisine_10__udr__core,cuisine_levantine_cuisine_10,udr,udr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=سمبوسة لحم مقلية,,B,B,0,,,1,1.12,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:41.979027+00:00
script_diwani_dwn12__mcdr__control,script_diwani_dwn12,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط ديواني | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.24,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.163881+00:00
script_nastaliq_nas51__mcdr__core,script_nastaliq_nas51,mcdr,mcdr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.24,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.270492+00:00
script_naskh_1_266__mcdr__control,script_naskh_1_266,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=خط النسخ | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.29,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.289436+00:00
cuisine_levantine_cuisine_10__mcdr__control,cuisine_levantine_cuisine_10,mcdr,mcdr-1,1,ما الاسم الصحيح للطبق الظاهر في الصورة؟,A=كبة مقلية | B=كفتة مقلية بيضاوية | C=كباب الكرز | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.44,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.298071+00:00
cuisine_levantine_cuisine_10__oedr__core,cuisine_levantine_cuisine_10,oedr,oedr-1,0,ما الاسم الصحيح للطبق الظاهر في الصورة؟,,,كرات اللحم بالكرز,,1,,,1,1.55,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.378382+00:00
script_diwani_dwn12__oedr__core,script_diwani_dwn12,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الديواني,,1,,,1,1.5,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.404872+00:00
script_ruqah_ruq26__udr__core,script_ruqah_ruq26,udr,udr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث,,B,B,0,,,1,1.17,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.515786+00:00
script_naskh_1_266__udr__core,script_naskh_1_266,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق),,B,B,0,,,1,1.69,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.625975+00:00
script_ruqah_ruq26__mcdr__core,script_ruqah_ruq26,mcdr,mcdr-1,0,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الثلث | D=لا توجد إجابة صحيحة,D,B,B,0,,,1,1.29,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.627654+00:00
script_naskh_1_266__mcdr__core,script_naskh_1_266,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الرقعة | B=خط الثلث | C=الخط الفارسي (التعليق) | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,1.75,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.687163+00:00
script_naskh_1_266__oedr__core,script_naskh_1_266,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,1.95,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.892588+00:00
script_nastaliq_nas51__mcdr__control,script_nastaliq_nas51,mcdr,mcdr-1,1,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط فارسي (تعليق) | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,1.76,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.915038+00:00
script_diwani_dwn12__mcdr__core,script_diwani_dwn12,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,A,A,0,,,1,2.1,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.966758+00:00
script_diwani_dwn12__udr__core,script_diwani_dwn12,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط الثلث | B=الخط الكوفي المزهر | C=خط الطغراء العثماني,,A,A,0,,,1,2.07,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:42.987327+00:00
script_ruqah_ruq26__mcdr__control,script_ruqah_ruq26,mcdr,mcdr-1,1,ما اسم الخط الظاهر في الصورة؟,A=خط النسخ | B=الخط الفارسي (التعليق) | C=خط الرقعة | D=لا توجد إجابة صحيحة,C,B,B,0,,,1,1.7,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:43.049692+00:00
script_ruqah_ruq26__oedr__core,script_ruqah_ruq26,oedr,oedr-1,0,ما اسم الخط الظاهر في الصورة؟,,,الخط الديواني,,1,,,1,1.91,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:43.247905+00:00
script_thuluth_5_4__mcdr__core,script_thuluth_5_4,mcdr,mcdr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني | D=لا توجد إجابة صحيحة,D,C,C,0,,,1,2.12,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:43.530739+00:00
script_nastaliq_nas51__oedr__core,script_nastaliq_nas51,oedr,oedr-1,0,ما هو الخط الظاهر في الصورة؟,,,خط الثلث,,0,,,1,2.68,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:43.735240+00:00
script_nastaliq_nas51__udr__core,script_nastaliq_nas51,udr,udr-1,0,ما هو الخط الظاهر في الصورة؟,A=خط ديواني | B=خط الثلث | C=خط الرقعة,,B,B,0,,,1,2.8,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:43.888615+00:00
script_thuluth_5_4__oedr__core,script_thuluth_5_4,oedr,oedr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,,,خط الثلث,,1,,,1,2.84,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:44.259336+00:00
script_thuluth_5_4__udr__core,script_thuluth_5_4,udr,udr-1,0,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الطغراء العثماني,,C,C,0,,,1,2.97,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:44.544883+00:00
script_thuluth_5_4__mcdr__control,script_thuluth_5_4,mcdr,mcdr-1,1,كيف يُعرف الخط الظاهر في الصورة؟,A=خط ديواني | B=الخط الكوفي المزخرف | C=خط الثلث | D=لا توجد إجابة صحيحة,C,C,C,1,,,1,3.44,google/gemini-2.5-flash-lite,openrouter,1,1,0,2026-08-28T08:58:45.036949+00:00
