image_id,filename,category,gt_ar,h_item_ar,h_item_note,hitem_status,hitem_level
image_186A;image_186B,food_043.jpg,cuisine,مناقيش,خبز الصاج,أقراص مغطاة بالكامل بطبقة زعتر داكنة أو جبنة بيضاء ذائبة، بلا أي قرص سادة بلا إضافات — خبز الصاج طبق سادة، والتغطية الظاهرة على كل الأقراص هنا تنفيه,ai_suggested,identity
image_187A;image_187B,food_043.png,cuisine,فتوش,تبولة,قطع خبز محمّص مقرمشة ومكعبات خضار كبيرة (طماطم وخيار وبصل) واضحة بين المكوّنات — التبولة تُفرم ناعمًا جدًا وخالية تمامًا من قطع الخبز، فوجودهما هنا ينفيها,ai_suggested,identity
image_188A;image_188B,food_044(1).png,cuisine,هريس,بازين,قوام العصيدة في الصورة سائل ناعم تمامًا يملأ شكل الوعاء بلا أي كتلة صلبة محتفظة بشكلها — البازين يحتفظ دائمًا بشكل قبّة صلبة ذات قشرة خارجية، وغياب أي شكل مصمت هنا ينفيه,ai_suggested,identity
image_189A;image_189B,food_044.png,cuisine,فلافل,كبة,كرات مستديرة الشكل بقشرة داكنة مرقّطة بالأخضر فوق فراش خس، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الاستدارة الكاملة تنفي شكل الكبة المدبب,ai_suggested,identity
image_190A;image_190B,food_045(1).png,cuisine,كعك أصفر,كبانة,رغيف مستدير بلون أصفر-برتقالي مميز (كركمي) مرقّط بحبة سوداء كثيفة عبر كامل السطح، بينما الكبانة رغيف أصفر ذهبي شاحب بلا هذا التلوّن الكركمي القوي ولا تنقيط الحبة السوداء الكثيف — اختلاف اللون والتنقيط ينفيها,ai_suggested,identity
image_191A;image_191B,food_045.png,cuisine,محشي,كوسا محشي,الطبق يضم خضارًا داكنة مستديرة/بيضاوية محشوة (على الأرجح باذنجان صغير) وفلفلًا أحمر محشوًا، بلا أي قرون كوسا خضراء فاتحة مستطيلة الشكل مميزة — غياب الكوسا تحديدًا ينفي كوسا محشي كهوية دقيقة لهذا الطبق,ai_suggested,identity
image_192A;image_192B,food_046(1).png,cuisine,قطايف,حلاوة الجبن,أقراص عجين مطوية هلاليًا بحافة مكرمشة واضحة ومحشوة بمكسرات مجروشة، بينما حلاوة الجبن تُلف أسطوانيًا ناعمًا بلا أي حافة مكرمشة أو طية — الحافة المطوية المميزة تنفي حلاوة الجبن,ai_suggested,identity
image_193A;image_193B,food_046.png,cuisine,شيش طاووق,كباب,قطع دجاج مكعبة منفصلة واضحة مغطاة بتتبيلة حمراء-برتقالية على الأسياخ، لا كتلة لحم مفروم واحدة مشكَّلة — الكباب يُصنع من لحم مفروم مُشكَّل ككتلة، وتفرّق المكعبات هنا ينفيه,ai_suggested,identity
image_194A;image_194B,food_047.jpg,cuisine,سلطة برغل,كسكسي,حبيبات البرغل الأكبر حجمًا والأكثر خشونة وزاويّة الشكل ظاهرة بوضوح تحت الجبنة المفتتة، بينما حبيبات الكسكسي دقيقة مستديرة وأصغر بكثير — خشونة الحبة هنا تنفي الكسكسي,ai_suggested,identity
image_195A;image_195B,food_047.png,cuisine,منسف,مندي,وعاء منفصل من صلصة الجميد البيضاء الكريمية يُقدَّم بجانب طبق الأرز واللحم — وجود صلصة الجميد المصاحبة سمة تعريفية للمنسف، بينما المندي لا يُقدَّم أبدًا مع هذه الصلصة البيضاء الجانبية,ai_suggested,identity
image_196A;image_196B,food_048(1).png,cuisine,فلافل,كبة,كرات مستديرة الشكل فوق فراش خس مع فجل، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الاستدارة الكاملة تنفي شكل الكبة المدبب,ai_suggested,identity
image_197A;image_197B,food_048.png,cuisine,كبانة,كعك أصفر,رغيف ذهبي بني فاتح اللون بسطح كتل عجين متجمعة (نمط الخبز المتفرق)، بلا أي تلوّن أصفر كركمي أو تنقيط حبة سوداء — كعك أصفر يتميّز بلون كركمي قوي وتنقيط أسود كثيف، وغيابهما هنا ينفيه,ai_suggested,identity
image_198A;image_198B,food_049(1).png,cuisine,ورق عنب,كوسا محشي,الطبق يحوي لفائف ورق عنب وفلفلًا أحمر محشوًا وباذنجانًا صغيرًا داكنًا محشوًا، بلا أي قرون كوسا خضراء فاتحة مستطيلة الشكل مميزة — غياب الكوسا تحديدًا ينفي كوسا محشي رغم وجود محشيات أخرى فعليًا,ai_suggested,identity
image_199A;image_199B,food_049.png,cuisine,فتوش,تبولة,مكعبات خبز محمّص ذهبية بارزة بوضوح بين الخضار المقطعة قطعًا كبيرة نسبيًا — التبولة تُفرم ناعمًا جدًا وخالية تمامًا من قطع الخبز، فوجودها الصريح هنا ينفيها,ai_suggested,identity
image_200A;image_200B,food_050(1).png,cuisine,قلاية بندورة,شكشوكة,خليط طماطم وفلفل مطهو في مقلاة على نار مباشرة بلا أي بياض أو صفار بيضة مطهوة ظاهر فوق السطح — الشكشوكة تتميّز ببيض مطهو ظاهر دائمًا فوق صلصة الطماطم، وغيابه هنا ينفيها,ai_suggested,identity
image_201A;image_201B,food_050.png,cuisine,كباب,شيش طاووق,أصابع لحم مفروم مصمتة متجانسة القوام على الطبق، بلا أي تقطيع لقطع دجاج منفصلة مكعبة — الشيش طاووق يتكون من مكعبات دجاج منفصلة، وتجانس اللحم المفروم هنا ينفيه,ai_suggested,identity
image_202A;image_202B,food_051.jpg,cuisine,مسخن,لحم بعجين,قطع دجاج كاملة (أفخاذ وسيقان) وقطع بصل داكنة مكرملة كبيرة الحجم ظاهرة فوق الخبز، بلا طبقة لحم مفروم ناعمة موزعة حتى الحافة — لحم بعجين طبقة لحم مفروم متجانسة مفروشة بالكامل، وغيابها هنا ينفيه,ai_suggested,identity
image_203A;image_203B,food_051.png,cuisine,شية,زرب,صينية ضحلة واحدة منحنية فوق فحم مباشر تحوي قطع لحم فقط بلا أي خضار أو فواكه خام وبلا هيكل رفوف متعدد الطبقات — الزرب يستخدم رفًا ثلاثي الطبقات مع خضار وفواكه خام، وغياب ذلك هنا ينفيه,ai_suggested,identity
image_204A;image_204B,food_052(1).png,cuisine,فلافل,كبة,كرات مستديرة مغطاة بالسمسم فوق طبق مع طحينة وخبز، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الاستدارة الكاملة تنفي شكل الكبة المدبب,ai_suggested,identity
image_205A;image_205B,food_052.png,cuisine,مجبوس,كبسة,طبق أرز ودجاج مع بيض مسلوق وطماطم ومكسرات — نفس زوج المجبوس/الكبسة الكلاسيكي؛ التمييز بالتقليد الإقليمي المثبَّت لا بملمح بصري قاطع هنا,ai_suggested,identity
image_206A;image_206B,food_053(1).png,cuisine,لحم بعجين,مسخن,ثلاثة أقراص خبز مغطاة بطبقة لحم مفروم ناعمة القوام موزعة حتى الحافة، بلا أي قطع بصل داكنة كبيرة أو قطع دجاج ظاهرة — المسخن يتميّز بقطع بصل مكرمل وقطع دجاج، وغيابهما هنا ينفيه,ai_suggested,identity
image_207A;image_207B,food_053.png,objects,قشر,UNCERTAIN,هوية الـGT نفسها بثقة منخفضة وغير مؤكدة أصلًا في المعجم (غير محدد ما المادة البنية التي تُحمَّص)؛ لا يوجد عنصر مماثل في فئة objects يمكن نفيه بثقة، ولا ادعاء ثقافي/استخدام تقليدي موثوق يمكنني تأكيد خطئه دون بناء تخمين فوق تخمين — تعذّر المستويان معًا,uncertain,uncertain
image_208A;image_208B,food_054(1).png,cuisine,فتة حمص,حمص,تغطية مركّبة من خيوط بصل مقلي مقرمشة كثيفة وحفرة سمن/زيت ذهبية في الوسط تغطي كامل السطح — تركيب متعدد الطبقات يميّز الفتة، لا التقديم البسيط لحمص عادي (حبوب كاملة وزيت وبابريكا فقط),ai_suggested,identity
image_209A;image_209B,food_054.png,cuisine,قطايف,حلاوة الجبن,أقراص عجين مطوية هلاليًا بحافة مكرمشة ظاهرة ومرشوشة بالفستق الأخضر، بينما حلاوة الجبن تُلف أسطوانيًا ناعمًا بلا أي حافة مكرمشة — الحافة المطوية المميزة تنفي حلاوة الجبن,ai_suggested,identity
image_210A;image_210B,food_055(1).png,cuisine,سمبوسة,كبة,أقراص مثلثة الشكل واضحة بأوراق نعناع للتزيين، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الشكل المثلث ينفي شكل الكبة المدبب بصريًا,ai_suggested,identity
image_211A;image_211B,food_055.png,objects,قِدر,برّاد ماء,قِدر نحاسي كبير مفتوح بلا أي صنبور أو فوهة سفلية للصب، يُغرف منه بمغرفة يدوية طويلة — غياب الصنبور الذي يميّز برّاد الماء دائمًا ينفيه رغم تشابه الشكل العام كوعاء كبير,ai_suggested,identity
image_212A;image_212B,food_056(1).png,cuisine,شاورما,لحم مفروم مُشكَّل,اللفافة مقطوعة تُظهر شرائح لحم رفيعة مشرّحة بوضوح داخلها، لا كتلة لحم مفروم متجانسة — الادعاء بأنها لحم مفروم مُشكَّل خطأ مباشر ينفيه ظهور الشرائح المشرّحة نفسها في هذه الصورة تحديدًا,ai_suggested,attribute
image_213A;image_213B,food_056.png,cuisine,طاجين,UNCERTAIN,الإناء مغلق تمامًا بغطائه المخروطي بلا أي طعام ظاهر بداخله، فلا يمكن الاستناد لمحتوى الطبق كما في عينة طاجين سابقة؛ لا يوجد طبق آخر في فئة cuisine يشارك هذا الشكل الإناء المخروطي المميز لبناء فخ هوية مقنع، ولا ادعاء عن مادة الصنع (فخار تقليدي مقابل خزف مزجج) يمكن تأكيد خطئه بثقة إذ كلاهما شائع وأصيل,uncertain,uncertain
image_214A;image_214B,food_057.jpg,cuisine,مكدوس,محشي,باذنجانات محفوظة محشوة بخليط جوز وفلفل أحمر، محاطة بجوز كامل وفلفل حار، بلا أي أرز أو صلصة طماطم دافئة — المحشي طبق مطهو بحشوة أرز في مرق طماطم، وغياب ذلك ينفيه,ai_suggested,identity
image_215A;image_215B,food_057.png,architecture,معصرة زيتون أثرية,حصن طيني,كتل حجرية منحوتة بوضوح مع حجر طاحونة دائري مميز وسط الأطلال، بلا أي جدران من الطين المجفف — حصن طيني يُبنى من الطوب الطيني لا الحجر المنحوت، واختلاف مادة البناء الظاهرة ينفيه,ai_suggested,identity
image_216A;image_216B,food_058(1).png,cuisine,بيض مقلي بالمحياوة,شكشوكة,بيضة مقلية جافة واضحة المعالم (بياض وصفار منفصلان) مع صلصة بنية داكنة رفيعة مصبوبة من قارورة فوقها، بلا أي قطع طماطم أو فلفل مطهوة حولها — الشكشوكة بيض مطهو داخل يخنة طماطم حمراء متكتلة، واختلاف لون وقوام الصلصة هنا ينفيها,ai_suggested,identity
image_217A;image_217B,food_058.png,cuisine,كنافة,حلوى عمانية,قطعة مستديرة بقشرة علوية برتقالية من عجين شعري مقرمش مع قطع فستق بيضاء متناثرة، بينما الحلوى العمانية عجينة داكنة سوداء/بنية لامعة متجانسة القوام — اختلاف اللون والقوام الكامل ينفيها,ai_suggested,identity
image_218A;image_218B,food_059(1).png,cuisine,كشري,مجدرة,معكرونة كوع واضحة وصلصة طماطم حمراء وحمص كمكوّنات منفصلة مرصوصة صراحة — وجودها الصريح ينفي المجدرة التي تخلو من المعكرونة والصلصة الحمراء والحمص تمامًا,ai_suggested,identity
image_219A;image_219B,food_059.png,cuisine,كبسة,مجبوس,أرز فاتح اللون تقريبًا أبيض مع قطع مشمش مجفف وزبيب ولحم مقطّع مكعبات، لا اللون الذهبي الغامق المحمّر المعتاد — التمييز بين الكبسة والمجبوس يعتمد على التقليد الإقليمي المثبَّت أكثر من ملمح بصري قاطع في هذه الصورة تحديدًا,ai_suggested,identity
image_220A;image_220B,food_060(1).png,cuisine,منسف,مندي,أرز أصفر مغطى بقطع لحم ومكسرات في صينية مغلّفة بخبز حول الحافة — القاعدة الخبزية المحيطة سمة تعريفية للمنسف، بينما المندي يُقدَّم كومة أرز مباشرة بلا هذه القاعدة الخبزية الملفوفة,ai_suggested,identity
image_221A;image_221B,food_060.png,cuisine,ملاح الروب,يُقدَّم كمشروب بارد,ملاح الروب صلصة/مرقة تقليدية تُسكب فوق الطعام كما تُظهر الصورة بوضوح (تُصَبّ من مغرفة إلى وعاء)، لا تُقدَّم كمشروب يُشرب باردًا بمفرده — الادعاء بأنها مشروب خطأ في الاستخدام التقليدي رغم أن قوامها السائل قد يوحي بذلك ظاهريًا,ai_suggested,attribute
image_222A;image_222B,food_061.jpg,cuisine,بلاليط,كنافة,شعيرية ذهبية اللون قد تشبه قوام خيوط الكنافة، لكن الكنافة لا تُقدَّم أبدًا مع بيض مخلوط محلّى فوقها كما هنا — وجود البيض ينفي الكنافة,ai_suggested,identity
image_223A;image_223B,food_061.png,cuisine,حبة سوداء,سمسم,بذور صغيرة داكنة اللون (بنية-حمراء إلى سوداء) مستديرة كبيرة الحجم نسبيًا، بينما بذور السمسم مسطحة بيضاوية شاحبة اللون (بيضاء أو بيج فاتح) وأصغر بكثير — اختلاف اللون والشكل الكامل ينفي السمسم,ai_suggested,identity
image_224A;image_224B,food_062(1).png,cuisine,شيش برك,يُطهى في صلصة طماطم,الصورة تُظهر عجينًا محشوًا مغمورًا في صلصة بيضاء كريمية (لبن) بوضوح — شيش برك يُطهى تقليديًا في صلصة لبن-ثوم لا طماطم، واللون الأبيض الظاهر ينفي مباشرة ادعاء صلصة الطماطم الحمراء,ai_suggested,attribute
image_225A;image_225B,food_062.png,cuisine,عصيدة,بازين,قبّة عجين شاحبة اللون بحفرة مركزية واحدة تحوي سائلًا ذهبيًا فقط، مع سطح خارجي نظيف غير مغطى — البازين (كما في هذا المشروع) يُغطّى سطحه بالكامل بمرق/صلصة سميكة، وانحصار السائل هنا في حفرة واحدة فقط ينفي طريقة تقديمه المعروفة,ai_suggested,identity
image_226A;image_226B,food_063(1).png,cuisine,قطايف,حلاوة الجبن,أقراص عجين مطوية هلاليًا بحافة مكرمشة واضحة مغطاة بقطر لامع وفستق، بينما حلاوة الجبن تُلف أسطوانيًا ناعمًا بلا أي حافة مكرمشة أو طية — غياب الطية المميزة ينفيها,ai_suggested,identity
image_227A;image_227B,food_063.png,cuisine,مطبق,محشو بحشوة حلوة من العسل والمكسرات,المطبق يُحشى تقليديًا بخليط مالح من البيض والبصل واللحم/الخضار المفروم لا بحشوة حلوة، والعجينة المطوية المغلقة في الصورة لا تكشف نوع الحشوة الداخلية بصريًا — فخ معرفي بمكوّن الحشوة لا بالمظهر الخارجي,ai_suggested,attribute
image_228A;image_228B,food_064.jpg,cuisine,بلاليط,كنافة,شعيرية ذهبية اللون قد تشبه قوام خيوط الكنافة، لكن الكنافة لا تُقدَّم أبدًا مع بيض مخلوط فوقها كما هنا — وجود البيض ينفي الكنافة,ai_suggested,identity
image_229A;image_229B,food_064.png,cuisine,ورق عنب,محشي,لفائف ورق عنب رفيعة فقط مع شرائح طماطم وبصل كتزيين سطحي، بلا أي قطعة خضار كاملة مجوّفة محشوة — غياب الخضار المحشوة كليًا (الطماطم هنا شرائح تزيين لا حبات محشوة) ينفي محشي العام,ai_suggested,identity
image_230A;image_230B,food_065(1).png,cuisine,لحوح,تُصنع من دقيق الذرة الرفيعة لا القمح,اللحوح اليمني يُصنع تقليديًا من دقيق القمح المخمّر، لا الذرة الرفيعة (الدُخن) كما في الكسرة السودانية؛ سطح الخبز الشاحب الكثيف المسام في الصورة يشبه بصريًا كلا الخبزين فتعذّر التمييز البصري القاطع، فاخترنا فخًا معرفيًا بنوع الدقيق بدل مقارنته المباشرة بالإنجيرا/الكسرة الموثَّقة صعوبتها سابقًا في هذا المشروع,ai_suggested,attribute
image_231A;image_231B,food_065.png,cuisine,رز بلبن,لبن,حبات أرز كاملة ظاهرة معلَّقة في قوام كثيف قابل للغرف، مُقدَّم في كأسين فرديين مع تزيين فستق كحلوى — اللبن مشروب لزج رقيق بلا حبات أرز ظاهرة وبلا تقديم حلوى مزخرف، فوجود الأرز والتقديم الحلو ينفيه,ai_suggested,identity
image_232A;image_232B,food_066.jpg,cuisine,سلطة برغل,فريكة,حبيبات ذهبية-تانية اللون بلا أي تلوّن أخضر مع كشمش أسود، بينما الفريكة قمح أخضر محمّص يحتفظ بتلوّن أخضر مميز حتى بعد الطهي — غياب أي أثر أخضر ينفيها,ai_suggested,identity
image_233A;image_233B,food_066.png,cuisine,ورق عنب,محشي,لفائف ورق عنب رفيعة موحّدة الحجم فقط مع شريحة ليمون للتزيين، بلا أي قطعة خضار كاملة مجوّفة محشوة — غياب الخضار المحشوة كليًا ينفي محشي العام,ai_suggested,identity
image_234A;image_234B,food_067.jpg,cuisine,حلاوة الجبن,قطايف,لفائف صغيرة أسطوانية ناعمة السطح بحشوة كريمية بيضاء، بلا أي حافة مكرمشة أو طية هلالية — القطايف تُطوى دائمًا هلاليًا بحافة مضغوطة ظاهرة، وغيابها هنا ينفيها,ai_suggested,identity
image_235A;image_235B,food_067.png,cuisine,قطايف,حلاوة الجبن,أقراص عجين مطوية هلاليًا بحافة مكرمشة واضحة مرشوشة بالفستق والقرفة، بينما حلاوة الجبن تُلف أسطوانيًا ناعمًا بلا أي طية — غياب اللف الأسطواني الناعم ينفيها,ai_suggested,identity
image_236A;image_236B,food_068(1).png,cuisine,منسف,مندي,قطع لحم مغطاة بطبقة صلصة بيضاء كريمية لزجة (جميد) فوق أرز أصفر، وهذه الصلصة البيضاء المغطية سمة تعريفية للمنسف — المندي لا يُقدَّم أبدًا مغطى بصلصة بيضاء كهذه,ai_suggested,identity
image_237A;image_237B,food_068.png,cuisine,كنافة,حلوى عمانية,قطعة مستديرة بقشرة علوية برتقالية ذهبية من عجين شعري مقرمش مقطعة مثلثات، بينما الحلوى العمانية عجينة داكنة سوداء/بنية لامعة متجانسة القوام — اختلاف اللون والقوام الكامل ينفيها,ai_suggested,identity
image_238A;image_238B,food_069.jpg,cuisine,ورق عنب,محشي,لوح خشبي يُظهر ورقة عنب خامًا محشوة وأخرى فارغة بجانب لفائف رفيعة ملفوفة — وجود الورقة الخام نفسها كمادة اللف يؤكد أنها لفائف ورق عنب لا خضار مجوّفة محشوة، فينفي المحشي العام,ai_suggested,identity
image_239A;image_239B,food_069.png,cuisine,عصيدة بالدجاج,عصيدة,قطع دجاج بلون أصفر واضحة فوق العجينة الشاحبة في القدر — وجود الدجاج الصريح ينفي ادعاء أنها عصيدة سادة بلا دجاج,ai_suggested,identity
image_241A;image_241B,food_070.png,cuisine,برياني,مندي,أرز بلون أحمر-برتقالي زاهٍ مع بهارات كاملة ظاهرة (يانسون نجمي) وبصل مقلي، بينما أرز المندي ذهبي شاحب بلا هذا التلوّن الأحمر القوي أو التوابل الكاملة الظاهرة — اختلاف لون الأرز الصريح ينفي المندي,ai_suggested,identity
image_242A;image_242B,food_071.jpg,cuisine,شيخ المحشي,مكدوس,باذنجانة مشوية دافئة محشوة بلحم مفروم وصنوبر، مغمورة في صلصة طماطم حمراء ساخنة — المكدوس طبق بارد مخلل بحشوة جوز بلا لحم وبلا صلصة طماطم دافئة، واختلاف الحشوة ودرجة الحرارة ينفيه,ai_suggested,identity
image_243A;image_243B,food_071.png,cuisine,فتوش,تبولة,مثلثات خبز محمّص مقرمشة واضحة بين مكعبات خضار كبيرة نسبيًا (طماطم وخيار)، بلا أي فرم ناعم جدًا — التبولة تُفرم ناعمًا جدًا وخالية تمامًا من قطع الخبز، فوجودها الصريح هنا ينفيها,ai_suggested,identity
image_246A;image_246B,food_073.jpg,cuisine,مناقيش,خبز الصاج,قرص مغطى بالكامل بطبقة زعتر وزيتون وخيار وطماطم، بلا أي قرص سادة بلا إضافات — خبز الصاج طبق سادة، والتغطية الظاهرة هنا تنفيه,ai_suggested,identity
image_247A;image_247B,food_073.png,cuisine,عصيدة,بازين,قبّة عجين بحفرة مركزية واحدة تحوي سائلًا ذهبيًا فقط مع سطح خارجي شاحب نظيف غير مغطى — البازين يُغطّى سطحه بالكامل بمرق/صلصة سميكة، وانحصار السائل هنا في حفرة واحدة ينفي طريقة تقديمه المعروفة,ai_suggested,identity
image_248A;image_248B,food_074(1).png,cuisine,ورق عنب,محشي,طبق اللفائف نفسه يحوي لفائف ورق عنب رفيعة فقط بلا أي قطعة خضار كاملة محشوة — سلطة البرغل الظاهرة طبق منفصل على نفس الطاولة لا جزء من طبق المحشي — غياب الخضار المحشوة من طبق اللفائف نفسه ينفي محشي العام,ai_suggested,identity
image_249A;image_249B,food_074.png,cuisine,شاورما,لحم مفروم مُشكَّل,الشاورما تُبنى من شرائح لحم متبلة مكدّسة طبقات فوق السيخ العمودي لا من لحم مفروم مطهون مُشكَّل ككتلة واحدة — الادعاء بأنها لحم مفروم خطأ في طريقة التحضير لا يُنفى بثقة من مقطع اللفافة الملفوفة بإحكام هنا,ai_suggested,attribute
image_250A;image_250B,food_075(1).png,architecture,فسيفساء بيزنطية,من العصر الإسلامي الأموي,الكتابة اليونانية الظاهرة في الأعلى وتصوير وجه بشري وكائنات حيوانية بتفصيل واقعي سمات فنية بيزنطية (رومانية شرقية) مسيحية، تتعارض مع تقاليد الفن الأموي الإسلامي التي تتجنب عادة التصوير التجسيدي المماثل وتستخدم الكتابة العربية — الادعاء بأصل أموي إسلامي خطأ تاريخي/فني,ai_suggested,attribute
image_251A;image_251B,food_075.png,cuisine,شيش برك,يُطهى في صلصة طماطم,الصورة تُظهر عجينًا محشوًا مغمورًا في صلصة بيضاء كريمية (لبن) بوضوح — شيش برك يُطهى تقليديًا في صلصة لبن-ثوم لا طماطم، واللون الأبيض الظاهر ينفي مباشرة ادعاء صلصة الطماطم الحمراء,ai_suggested,attribute
image_252A;image_252B,food_076(1).png,cuisine,كشري,مجدرة,معكرونة ورز مرصوصان بشكل قالب مع حمص حول الحافة وقارورة صلصة طماطم بجانب الطبق — وجود المعكرونة الصريح وقارورة الصلصة الحمراء ينفيان المجدرة الخالية منهما تمامًا,ai_suggested,identity
image_253A;image_253B,food_076.png,cuisine,فريكة,سلطة برغل,حبيبات القمح ذات تلوّن أخضر-أصفر مميز واضح تحت طبقة البصل المقلي — سلطة البرغل حبيبات بنية-تانية اللون بلا أي تلوّن أخضر، فوجود التلوّن الأخضر هنا ينفيها,ai_suggested,identity
image_254A;image_254B,food_077(1).png,cuisine,كنافة,حلوى عمانية,لفائف بقشرة علوية برتقالية ذهبية من عجين شعري مقرمش مع فستق، بينما الحلوى العمانية عجينة داكنة سوداء/بنية لامعة متجانسة القوام بلا أي خيوط شعرية — اختلاف اللون والقوام الكامل ينفيها,ai_suggested,identity
image_255A;image_255B,food_077.png,cuisine,تبولة,فتوش,خضراوات مفرومة ناعمًا جدًا (بقدونس أساسًا) محاطة بأوراق خس وشرائح ليمون، بلا أي قطع خبز محمّص مقرمشة أو مكعبات خضار كبيرة — عنصرا الفتوش المميزان غائبان تمامًا فينفيانه,ai_suggested,identity
image_256A;image_256B,food_078(1).png,cuisine,لحم بعجين,مسخن,طبقة لحم مفروم متجانسة القوام (مع فتات فلفل/طماطم فيها) موزعة حتى الحافة على أقراص بيضاوية صغيرة، بلا أي قطع بصل داكنة كبيرة أو قطع دجاج ظاهرة — غيابهما ينفي المسخن,ai_suggested,identity
image_257A;image_257B,food_078.png,cuisine,مناقيش,خبز الصاج,أقراص متعددة مغطاة بزعتر داكن أو جبنة بيضاء، بالإضافة لقرص كبير مغطى بجبنة ذائبة كاملة — خبز الصاج طبق سادة بلا إضافات، والتغطية الظاهرة على كل الأقراص هنا تنفيه,ai_suggested,identity
image_258A;image_258B,food_079(1).png,cuisine,شاورما,لحم مفروم مُشكَّل,اللفافة مقطوعة نصفين تُظهر قطع لحم/جمبري منفصلة مع خس داخلها، لا كتلة لحم مفروم متجانسة — الادعاء بأنها لحم مفروم مُشكَّل خطأ ينفيه ظهور قطع منفصلة واضحة في المقطع,ai_suggested,attribute
image_259A;image_259B,food_079.png,cuisine,مجدرة,كشري,طبقة أرز أصفر موحّدة مغطاة ببصل مقلي فقط، بلا أي معكرونة أو عدس داكن أو صلصة طماطم حمراء كطبقات منفصلة — الكشري يتكوّن من طبقات مكوّنات متعددة متمايزة، وغيابها هنا ينفيه,ai_suggested,identity
image_260A;image_260B,food_080(1).png,cuisine,ورق عنب,محشي,لفائف ورق عنب داكنة فقط مع دجاج مشوي منفصل ومخلل، بلا أي قطعة خضار كاملة مجوّفة محشوة على نفس الطبق — غياب الخضار المحشوة كليًا ينفي محشي العام,ai_suggested,identity
image_261A;image_261B,food_080.png,cuisine,كبة,سمبوسة,أقراص بيضاوية مدببة الطرفين (تورپيدو) مرصوصة بنمط زهري، بينما السمبوسة مثلثة أو هلالية الشكل — الشكل المغزلي المدبب ينفي السمبوسة بصريًا,ai_suggested,identity
image_262A;image_262B,food_081(1).png,cuisine,إنجيرا,خبز الصاج,قوام إسفنجي بمسام دقيقة موحّدة كثيفة عبر كامل سطح الخبز الملفوف — الإنجيرا تُخمَّر فتكتسب هذا المسام الإسفنجي المميز، بينما خبز الصاج رقيق أملس غير مخمّر بلا أي فقاعات — غياب الملمح الأملس السادة ينفي خبز الصاج,ai_suggested,identity
image_263A;image_263B,food_081.png,cuisine,كبسة,مجبوس,دجاجة كاملة مشوية فوق أرز أحمر-برتقالي — نفس زوج الكبسة/المجبوس الكلاسيكي؛ التمييز بالتقليد الإقليمي المثبَّت لا بملمح بصري قاطع هنا,ai_suggested,identity
image_264A;image_264B,food_082.jpg,cuisine,بسطيلة,مزيّنة بالسكر البودرة والقرفة,هذا التقديم مزيّن بحلقة من الروبيان المشوي وشرائح ليمون وصلصة حارة مركزية، بلا أي أثر لنقشة سكر بودرة وقرفة — الادعاء بوجود التزيين التقليدي بالسكر والقرفة خطأ مؤكد بصريًا هنا,ai_suggested,attribute
image_265A;image_265B,food_082.png,cuisine,مقبلات متنوعة,طبق مشكّل (تبولة، كبة، ورق عنب),الأطباق الظاهرة فعليًا (حمص، بابا غنوج، مخلل، زيتون، لبنة، خبز، معجنات مطوية) لا تضم أيًا من العناصر الثلاثة المحدَّدة لهذا الطبق المشكّل تحديدًا (تبولة أو كبة أو ورق عنب) — غياب الثلاثة معًا ينفيه كهوية دقيقة رغم كونه أيضًا طبقًا مشكّلًا,ai_suggested,identity
image_266A;image_266B,food_083(1).png,cuisine,سمبوسة,كبة,أقراص مثلثة الشكل واضحة، بينما الكبة بيضاوية مغزلية الشكل (تورپيدو) — الشكل المثلث ينفي شكل الكبة المدبب بصريًا,ai_suggested,identity
image_267A;image_267B,food_083.png,architecture,باب,مشربية,مدخل مقنطر مفتوح بأعمدة وجدران ملساء بلا أي شبكة خشبية مزخرفة (مشربية) في أي مكان من الواجهة — المشربية شاشة نوافذ خشبية مشبّكة لا باب مفتوح، وغيابها هنا ينفيها,ai_suggested,identity
image_268A;image_268B,food_084(1).png,objects,حطب,UNCERTAIN,لا يوجد عنصر آخر في فئة objects يشبه بصريًا كومة أعواد خشب جافة متناثرة على الرمل بهذا الشكل، ولا ادعاء استخدام تقليدي موثوق يمكنني تأكيد خطئه بثقة دون افتعال — تعذّر المستويان معًا,uncertain,uncertain
image_269A;image_269B,food_084.png,cuisine,منسف,مندي,اللحم هنا على شكل كرات مفرومة مستديرة (كفتة) لا قطعًا كاملة بعظم أو لحمًا مسحوبًا — المندي يُقدَّم دائمًا بقطع لحم كاملة بعظم أو مسحوبة، ولا يُشكَّل أبدًا ككرات كفتة مستديرة — شكل اللحم هنا ينفيه,ai_suggested,identity
image_270A;image_270B,food_085.jpg,cuisine,لحوح,تُصنع من دقيق الذرة الرفيعة لا القمح,اللحوح اليمني يُصنع تقليديًا من دقيق القمح المخمّر لا الذرة الرفيعة كما في الكسرة السودانية؛ سطح الخبز الشاحب الكثيف المسام يشبه بصريًا خبزًا مجاورًا موثَّق صعوبة تمييزه سابقًا في هذا المشروع، فاخترنا فخًا معرفيًا بنوع الدقيق بدل مقارنة بصرية مباشرة محفوفة بالمخاطر,ai_suggested,attribute
